item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,variant_id,near_duplicate_group,mapping_status,mapping_confidence,review_status
M2_NE_150_S06_Q121,SRC_M2_NE_150_WORKSHEET_SET06_20260710,121,16,38,a556a85b61fcc0c276d5220f2be46026eb5618bc642d44510f94fbbda3da04b9,82b7c9bc9bb6f0206155ba159f1201aee9ea9f84af55d1626b5cc94827cd1c56,다항식의 덧셈과 뺄셈,choice:4,single_choice,M2_NE_PT149,M2_NE_PT146,M2_NE_C046|M2_NE_C047|M2_NE_C049|M2_NE_C055,M1_EX_C008|M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047|M2_NE_C054,M3_POLY_C001,core,65,medium_observed_challenge,M2_NE_PT149__M2NE150S06_Q121,M2_NE_PT149::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q122,SRC_M2_NE_150_WORKSHEET_SET06_20260710,122,16,38,6fdd01517310dc94a029aa7c5a3ee0e46c06a9c797e47dca670068422c302feb,933a0f06c2213ca178d2dcb00db64de3681cf546333955011d7ce953c4f58f23,이차식의 덧셈과 뺄셈,0,integer,M2_NE_PT152,M2_NE_PT153,M2_NE_C047|M2_NE_C048,M1_EX_C010|M2_NE_C046,M3_POLY_C001,core,82,low_observed_challenge,M2_NE_PT152__M2NE150S06_Q122,M2_NE_PT152::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q123,SRC_M2_NE_150_WORKSHEET_SET06_20260710,123,17,38,1a3eb095b99570ebb71f45e7618a55f0d718e4f9d7781d518eec344755c5a2de,5f7af0c3606a51315d534d9080b4df6c9a956e32e4e0c0119d2c07d526833d4c,이차식의 덧셈과 뺄셈,choice:4,single_choice,M2_NE_PT152,,M2_NE_C047|M2_NE_C048,M1_EX_C010|M2_NE_C046,M3_POLY_C001,core,77,medium_observed_challenge,M2_NE_PT152__M2NE150S06_Q123,M2_NE_PT152::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q124,SRC_M2_NE_150_WORKSHEET_SET06_20260710,124,17,38,1454f53612becc9fb80136dfda2fe62cfe99cf572c536247c32d0e3fba28e357,c83657c03352db49b83a843634695ffb3adecf0c4ffac80d162009df751c025a,여러 가지 괄호가 있는 식의 계산,3,integer,M2_NE_PT157,M2_NE_PT156,M2_NE_C047|M2_NE_C049,M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047,M3_POLY_C001,core,79,medium_observed_challenge,M2_NE_PT157__M2NE150S06_Q124,M2_NE_PT157::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q125,SRC_M2_NE_150_WORKSHEET_SET06_20260710,125,17,38,8fcb805c235c093289d4ffe28de837c770fe1a3dafde181a28c7328d5a846c91,7cd15d067e4575f5c3db68b58dd411e0eabce483bcf69be31f52f766b2433902,여러 가지 괄호가 있는 식의 계산,1,integer,M2_NE_PT159,M2_NE_PT157,M2_NE_C047|M2_NE_C049,M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047,M3_POLY_C001,core,65,medium_observed_challenge,M2_NE_PT159__M2NE150S06_Q125,M2_NE_PT159::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q126,SRC_M2_NE_150_WORKSHEET_SET06_20260710,126,17,38,8fd45583ce5fbf8dba9c7327b2aaf8d8d964a4db571197a631448db1f3591693,bd40766d001a35c8032c0b5b456d3d0b732d243c56b1d79ccc455c50416d904c,여러 가지 괄호가 있는 식의 계산,choice:5,single_choice,M2_NE_PT159,M2_NE_PT157,M2_NE_C047|M2_NE_C049,M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047,M3_POLY_C001,core,88,low_observed_challenge,M2_NE_PT159__M2NE150S06_Q126,M2_NE_PT159::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q127,SRC_M2_NE_150_WORKSHEET_SET06_20260710,127,17,38,9f81a70406cd6685422118ba0e1cf4de84d43050053ae4511739027d4e8b41b5,27f2a4e5ce6d221e066d5af894b421c3c6bc83f2bf162eb49fb57080c9806279,다항식의 덧셈/뺄셈에서 빈 칸에 알맞은 식 구하기,choice:2,single_choice,M2_NE_PT163,,M2_NE_C047|M2_NE_C050,M1_EX_C010|M2_NE_C046|M2_NE_C047,M3_POLY_C001,advanced,66,medium_observed_challenge,M2_NE_PT163__M2NE150S06_Q127,M2_NE_PT163::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q128,SRC_M2_NE_150_WORKSHEET_SET06_20260710,128,17,38,f66c9f97335012060178db17260d1c281a6b247ad09ee0e5f2e208dbb6ffdb21,27f2a4e5ce6d221e066d5af894b421c3c6bc83f2bf162eb49fb57080c9806279,다항식의 덧셈/뺄셈에서 빈 칸에 알맞은 식 구하기,choice:4,single_choice,M2_NE_PT163,,M2_NE_C047|M2_NE_C050,M1_EX_C010|M2_NE_C046|M2_NE_C047,M3_POLY_C001,advanced,81,low_observed_challenge,M2_NE_PT163__M2NE150S06_Q128,M2_NE_PT163::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q129,SRC_M2_NE_150_WORKSHEET_SET06_20260710,129,17,39,646491cac038640cb613126f4e9320a0eb2a65b966e72ba9edb3a1836bf13376,2d9585d0cb7157217a0eac462d004eb8434eb4cea06562e4e6750411c537bea8,다항식의 덧셈/뺄셈에서 빈 칸에 알맞은 식 구하기,8,integer,M2_NE_PT164,M2_NE_PT162,M2_NE_C047|M2_NE_C050,M1_EX_C010|M2_NE_C046|M2_NE_C047,M3_POLY_C001,advanced,52,high_observed_challenge,M2_NE_PT164__M2NE150S06_Q129,M2_NE_PT164::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q130,SRC_M2_NE_150_WORKSHEET_SET06_20260710,130,18,39,1284463c4bca32df92a0977609f8e40c3884c380cc66a53e9fcbf3ba15d4ff19,2d9585d0cb7157217a0eac462d004eb8434eb4cea06562e4e6750411c537bea8,다항식의 덧셈/뺄셈에서 빈 칸에 알맞은 식 구하기,3,integer,M2_NE_PT164,M2_NE_PT162,M2_NE_C047|M2_NE_C050,M1_EX_C010|M2_NE_C046|M2_NE_C047,M3_POLY_C001,advanced,54,high_observed_challenge,M2_NE_PT164__M2NE150S06_Q130,M2_NE_PT164::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q131,SRC_M2_NE_150_WORKSHEET_SET06_20260710,131,18,39,ef3f80b32f0ce6415ff85be68fd90565a886286c85c7a8df8cd583ae7d7ac491,a54462a7cf6a2cf9f26c3cd7194f27968a49f0d9e0e9ec4bc98cf8f38a036ded,사칙연산이 혼합된 계산,-3/2,fraction,M2_NE_PT178,M2_NE_PT177,M2_NE_C052|M2_NE_C053|M2_NE_C054|M2_NE_C055,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001,advanced,55,high_observed_challenge,M2_NE_PT178__M2NE150S06_Q131,M2_NE_PT178::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q132,SRC_M2_NE_150_WORKSHEET_SET06_20260710,132,18,39,99b0b4f36347d27af4358011e38f088ea3d12b77651d42c29d0f94033e0c0120,8b12314d579fea216a199f9c770d70ec1a0ea42cc7b03f8bb5f355531678fc6d,사칙연산이 혼합된 계산,10,integer,M2_NE_PT177,,M2_NE_C052|M2_NE_C053|M2_NE_C054|M2_NE_C055,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001,advanced,70,medium_observed_challenge,M2_NE_PT177__M2NE150S06_Q132,M2_NE_PT177::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q133,SRC_M2_NE_150_WORKSHEET_SET06_20260710,133,18,39,7c4a8eddeeb095f68059e210c4ccb8dba459b6738e1b69f1ea70bd4d9033bac3,d12c79338449c44e896d6ebb85878f482768906d3ad6af4ef792d95471912112,사칙연산이 혼합된 계산,choice:5,single_choice,M2_NE_PT179,M2_NE_PT177,M2_NE_C052|M2_NE_C053|M2_NE_C054|M2_NE_C055,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001,advanced,76,medium_observed_challenge,M2_NE_PT179__M2NE150S06_Q133,M2_NE_PT179::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q134,SRC_M2_NE_150_WORKSHEET_SET06_20260710,134,18,40,82e030a67b2508dae4f05f9f5e6cfcc63ab03cf51a6a34e14a9b43e7143543f8,0fcddaff07ba07cd4cdf210535280c62f845c46e23434714d95fbb8fff301613,사칙연산이 혼합된 계산,-17,integer,M2_NE_PT179,M2_NE_PT177,M2_NE_C052|M2_NE_C053|M2_NE_C054|M2_NE_C055,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001,advanced,60,high_observed_challenge,M2_NE_PT179__M2NE150S06_Q134,M2_NE_PT179::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q135,SRC_M2_NE_150_WORKSHEET_SET06_20260710,135,18,40,67a4f97ee9ad7f3e5bc87940efd89c5810f4381eb790f5f6490baf20e91c0b49,7de2a0d3ba35c0a8b626568955154ff7b1c12fa94f2d71f99d7223fd579a5bdf,도형에서의 다항식의 계산(1) - 평면도형,choice:1,single_choice,M2_NE_PT181,,M2_NE_C047|M2_NE_C052|M2_NE_C056,M1_EX_C010|M2_NE_C038|M2_NE_C046|M2_NE_C052,H1_POLY_C001|M3_POLY_C001,advanced,76,medium_observed_challenge,M2_NE_PT181__M2NE150S06_Q135,M2_NE_PT181::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q136,SRC_M2_NE_150_WORKSHEET_SET06_20260710,136,19,40,a945863e8ea58da862fbdb7e44cc97125416b97c484c9767810b1e6fd9f2639d,49d82424d6f58a6b76b65955ac3bc1d878dba6edbcf81df32cb2a8af512609a2,도형에서의 다항식의 계산(1) - 평면도형,choice:3,single_choice,M2_NE_PT182,M2_NE_PT180,M2_NE_C047|M2_NE_C052|M2_NE_C056,M1_EX_C010|M2_NE_C038|M2_NE_C046|M2_NE_C052,H1_POLY_C001|M3_POLY_C001,advanced,60,high_observed_challenge,M2_NE_PT182__M2NE150S06_Q136,M2_NE_PT182::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q137,SRC_M2_NE_150_WORKSHEET_SET06_20260710,137,19,40,06795b5518ca72b848b414c0471b9c975079876522131e5f14a379674fcded69,ff64e31ee8b65c0cb3a21cc30572adb3d90d3d752b32d138598bbb5f631ef4b7,도형에서의 다항식의 계산(1) - 평면도형,96cm²,expression,M2_NE_PT182,M2_NE_PT181,M2_NE_C047|M2_NE_C052|M2_NE_C056,M1_EX_C010|M2_NE_C038|M2_NE_C046|M2_NE_C052,H1_POLY_C001|M3_POLY_C001,advanced,54,high_observed_challenge,M2_NE_PT182__M2NE150S06_Q137,M2_NE_PT182::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q138,SRC_M2_NE_150_WORKSHEET_SET06_20260710,138,19,40,eabd6e9bde5996d9b915072cd5b00065e9ec81dda1eff1b522bbc3d123d4c797,49d82424d6f58a6b76b65955ac3bc1d878dba6edbcf81df32cb2a8af512609a2,도형에서의 다항식의 계산(1) - 평면도형,choice:4,single_choice,M2_NE_PT182,M2_NE_PT180,M2_NE_C047|M2_NE_C052|M2_NE_C056,M1_EX_C010|M2_NE_C038|M2_NE_C046|M2_NE_C052,H1_POLY_C001|M3_POLY_C001,advanced,70,medium_observed_challenge,M2_NE_PT182__M2NE150S06_Q138,M2_NE_PT182::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q139,SRC_M2_NE_150_WORKSHEET_SET06_20260710,139,19,41,5c0ba2ea61281a9715b256f34e61dd24462e95db35ec82bbfcb09676df2f8eaa,566c6e66c8a0efb5d095f31ce6b3bd4b8c2953008b7e2b3fa9fbb92e2c1e496a,도형에서의 다항식의 계산(2) - 입체도형,choice:1,single_choice,M2_NE_PT184,M2_NE_PT183,M2_NE_C052|M2_NE_C053|M2_NE_C057,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C053,H1_POLY_C001,advanced,77,medium_observed_challenge,M2_NE_PT184__M2NE150S06_Q139,M2_NE_PT184::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q140,SRC_M2_NE_150_WORKSHEET_SET06_20260710,140,19,41,7f3bb8f1dfc3c9119769d232326a3cdcbc340511d0951c2c2f4362b3382ce883,566c6e66c8a0efb5d095f31ce6b3bd4b8c2953008b7e2b3fa9fbb92e2c1e496a,도형에서의 다항식의 계산(2) - 입체도형,choice:2,single_choice,M2_NE_PT184,M2_NE_PT183,M2_NE_C052|M2_NE_C053|M2_NE_C057,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C053,H1_POLY_C001,advanced,80,low_observed_challenge,M2_NE_PT184__M2NE150S06_Q140,M2_NE_PT184::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q141,SRC_M2_NE_150_WORKSHEET_SET06_20260710,141,20,41,f2097e9eaa2fb6f83b6d7563d32273ecfbbf2a1a19bb11886ecb2ff3fef6690e,1d47134d6fc237d26b7b9afd9b7c986d3a0d7e2cf0632ae9503a508bb151464f,도형에서의 다항식의 계산(2) - 입체도형,choice:4,single_choice,M2_NE_PT185,M2_NE_PT183|M2_NE_PT184,M2_NE_C052|M2_NE_C053|M2_NE_C057,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C053,H1_POLY_C001,advanced,57,high_observed_challenge,M2_NE_PT185__M2NE150S06_Q141,M2_NE_PT185::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q142,SRC_M2_NE_150_WORKSHEET_SET06_20260710,142,20,41,3d0f1735b0fb60c7ef71af35ad534b5953ba776fc50471acd7411e8c0059d638,1d47134d6fc237d26b7b9afd9b7c986d3a0d7e2cf0632ae9503a508bb151464f,도형에서의 다항식의 계산(2) - 입체도형,choice:3,single_choice,M2_NE_PT185,M2_NE_PT183|M2_NE_PT184,M2_NE_C052|M2_NE_C053|M2_NE_C057,M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C053,H1_POLY_C001,advanced,62,high_observed_challenge,M2_NE_PT185__M2NE150S06_Q142,M2_NE_PT185::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q143,SRC_M2_NE_150_WORKSHEET_SET06_20260710,143,20,41,7a10b5d2030f0ce4f655aefd2a6fe2a94377b6c2da8a53f21a2bb71568d2466b,49a93fb87fca76802ac8d685e86a3928bce305608c7c2a6ad41bced530cfdec5,식의 값,choice:1,single_choice,M2_NE_PT190,M2_NE_PT188|M2_NE_PT189,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C055|M2_NE_C058,M1_EX_C010|M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001|M3_POLY_C001,core,74,medium_observed_challenge,M2_NE_PT190__M2NE150S06_Q143,M2_NE_PT190::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q144,SRC_M2_NE_150_WORKSHEET_SET06_20260710,144,20,42,4a33e74cf21d14c95293a5a4b97642c1cba2ff1e001c073f3e60917003b44521,0ba6bc8e6b815cf48cb9fdd9f23eafc89bc62f773c16c98c0d22666658f33500,식의 값,24,integer,M2_NE_PT190,M2_NE_PT188|M2_NE_PT189,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C055|M2_NE_C058,M1_EX_C010|M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001|M3_POLY_C001,core,77,medium_observed_challenge,M2_NE_PT190__M2NE150S06_Q144,M2_NE_PT190::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q145,SRC_M2_NE_150_WORKSHEET_SET06_20260710,145,20,42,16d30b0d68f62fe78d0a49aa10beb7d8bae5c91aa846983e7e9aeea0c8149740,0728e98b7c970ce1f9e2fbd4d650aa48c1e4989482cd63a55eddf3e2a0c84849,식의 값,1,integer,M2_NE_PT191,M2_NE_PT190,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C055|M2_NE_C058,M1_EX_C010|M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001|M3_POLY_C001,core,65,medium_observed_challenge,M2_NE_PT191__M2NE150S06_Q145,M2_NE_PT191::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q146,SRC_M2_NE_150_WORKSHEET_SET06_20260710,146,20,42,4ccfd03b044d86d48e1bbda4ad283c2409270d881458f3d2b7ff40c96d9b98ff,e87338d5c6f442a64f0759563d633520d84cf08dff23759e446410e72c60382e,식의 값,choice:3,single_choice,M2_NE_PT191,M2_NE_PT190,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C055|M2_NE_C058,M1_EX_C010|M2_NE_C038|M2_NE_C039|M2_NE_C046|M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C054,H1_POLY_C001|M3_POLY_C001,core,76,medium_observed_challenge,M2_NE_PT191__M2NE150S06_Q146,M2_NE_PT191::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q147,SRC_M2_NE_150_WORKSHEET_SET06_20260710,147,21,42,bdbcaa792139d2ec2e81f2f359460bcf952c28302bac7496676ad53317297681,43106bf360087be33c2339fa99fbafe6308040448dc464360002a44275dcd8d3,식의 대입,choice:4,single_choice,M2_NE_PT193,M2_NE_PT192,M2_NE_C058|M2_NE_C059,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C058|M1_EX_C005,,core,80,low_observed_challenge,M2_NE_PT193__M2NE150S06_Q147,M2_NE_PT193::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q148,SRC_M2_NE_150_WORKSHEET_SET06_20260710,148,21,42,5596abdc8637a4f0d4840164444b6d677f68576c08bf564a44c9f707336bbc46,43106bf360087be33c2339fa99fbafe6308040448dc464360002a44275dcd8d3,식의 대입,choice:5,single_choice,M2_NE_PT193,M2_NE_PT192,M2_NE_C058|M2_NE_C059,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C058|M1_EX_C005,,core,86,low_observed_challenge,M2_NE_PT193__M2NE150S06_Q148,M2_NE_PT193::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q149,SRC_M2_NE_150_WORKSHEET_SET06_20260710,149,21,42,c34cd168d37ce1fdccf6cff8225042d22b7bc1fb31ac2d6e3ff7454b2cf2ce2b,2780bae11b7e84a84d68502a287524a7e4cf7a974c7d5836f75387c3fbc7415b,식의 대입,choice:3,single_choice,M2_NE_PT194,M2_NE_PT193,M2_NE_C058|M2_NE_C059,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C058|M1_EX_C005,,core,86,low_observed_challenge,M2_NE_PT194__M2NE150S06_Q149,M2_NE_PT194::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q150,SRC_M2_NE_150_WORKSHEET_SET06_20260710,150,21,42,0ac48b5f02285b859599e8046e6804f6be894377f5f43abdacfd2cba958252ad,2780bae11b7e84a84d68502a287524a7e4cf7a974c7d5836f75387c3fbc7415b,식의 대입,choice:3,single_choice,M2_NE_PT194,M2_NE_PT193,M2_NE_C058|M2_NE_C059,M2_NE_C047|M2_NE_C052|M2_NE_C053|M2_NE_C058|M1_EX_C005,,core,73,medium_observed_challenge,M2_NE_PT194__M2NE150S06_Q150,M2_NE_PT194::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
