item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_SIMPY_150_S04_Q081,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,081,21,57,45be44b7043842b0f8131c3a9fdcb79a66c47c7cdcfc0fd17b044ba4d3ebc1eb,4495a182e3b3794610ccff70a8fb8c4fbfe1351a78fb2ccc8be13cb0d9754f8d,삼각형의 무게중심과 넓이의 관계(1) △ABC의 무게중심,3/10cm²,area,M2_SIMPY_PT120,,M2_SIMPY_C040,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,53,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT120,variant,centroid_geometry_diagram,4,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT120__M2SIMPY150S04_Q081,M2_SIMPY_PT120::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q082,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,082,21,57,6e8fa93ccbd9f6a30f553094fa678eae1244740fee4c5fa8ce2d7a3a00aeee2d,7505e27e5c9218092b4a2ceac7392f9293cf6b3b938fe00014ae698a86e52051,삼각형의 무게중심과 넓이의 관계(1) △ABC의 무게중심,8cm²,area,M2_SIMPY_PT120,,M2_SIMPY_C040,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,57,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT120,variant,centroid_geometry_diagram,5,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT120__M2SIMPY150S04_Q082,M2_SIMPY_PT120::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q083,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,083,21,57,ccc2313f7b78e08f67719d6de15c4767bf51fffdc6358dd9f061c193ab672427,2a58b394ec14ab8925726b5d6707d5dbaf68cc5aaf43ce9a532c71650088bfd7,"삼각형의 무게중심과 넓이의 관계(2) △ABC, △GBC의 무게중심",choice:2,single_choice,M2_SIMPY_PT121,,M2_SIMPY_C041,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,88,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT121,variant,centroid_geometry_diagram,6,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT121__M2SIMPY150S04_Q083,M2_SIMPY_PT121::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q084,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,084,22,57,6528e7ea147f39cc1e02e7d568b7a8d30533d4bb1ddaf4e34208779d0d4de5cd,425c6fa7bd635eb0419a0c0fbe94a76fafc638ff38a8f29310c41294b90ff904,"삼각형의 무게중심과 넓이의 관계(2) △ABC, △GBC의 무게중심",297cm²,area,M2_SIMPY_PT122,,M2_SIMPY_C041,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,82,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT122,variant,centroid_geometry_diagram,3,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT122__M2SIMPY150S04_Q084,M2_SIMPY_PT122::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q085,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,085,22,57,229fd537fbe7e3976319f1bc9709c0b934a6235232ad3ee0714e8fd9a9a4a7f4,64a3fab28c10160e54f044a67db36c8edc50ba8d6d6d1e8f7fcd6f7ca55e2d12,평행사변형에서 삼각형의 무게중심의 응용(1) 길이,6cm,length,M2_SIMPY_PT125,,M2_SIMPY_C042,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,66,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT125,variant,centroid_geometry_diagram,4,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT125__M2SIMPY150S04_Q085,M2_SIMPY_PT125::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q086,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,086,22,58,6e536247623df1245f4b2373903c55fb16aa7bf5d4525e81d0aaae15401e915b,a058943ffafe27033dbfd87ff3a02578f10d338b5ef62b845944b6a3ce0b2dd0,평행사변형에서 삼각형의 무게중심의 응용(1) 길이,21cm,length,M2_SIMPY_PT126,,M2_SIMPY_C042,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,56,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT126,variant,centroid_geometry_diagram,5,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT126__M2SIMPY150S04_Q086,M2_SIMPY_PT126::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q087,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,087,22,58,633d7b179b0da7bf40f406374ed84aa0d4a216a72a74312f7a59c765367e326d,ba467367d220d17b67231b86c0e5e4003947441267c5582c9d92b367ff9533a3,평행사변형에서 삼각형의 무게중심의 응용(2) 넓이,4cm²,area,M2_SIMPY_PT128,,M2_SIMPY_C043,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,76,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT128,variant,centroid_geometry_diagram,6,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT128__M2SIMPY150S04_Q087,M2_SIMPY_PT128::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q088,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,088,23,58,d05ea29f20b267f9ae10a914b14106e9e824847940d4075b5a629cf8f100d62f,390f71a0273252c7ed44b12f7ff828166ca71739b6b9e4538a05142439b8f840,평행사변형에서 삼각형의 무게중심의 응용(2) 넓이,20cm²,area,M2_SIMPY_PT128,,M2_SIMPY_C043,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,60,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT128,variant,centroid_geometry_diagram,3,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT128__M2SIMPY150S04_Q088,M2_SIMPY_PT128::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q089,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,089,23,58,a90ef9f5d2d18858b18f66f7f743917bf31502ae83fd61bb3a16b139a7149915,55b5274f9fd59fd5da0098dcd0b784a7ae0112db3578ccc7a4cd0cf79718c9e6,평행사변형에서 삼각형의 무게중심의 응용(2) 넓이,choice:1,single_choice,M2_SIMPY_PT127,,M2_SIMPY_C043,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,68,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT127,variant,centroid_geometry_diagram,4,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT127__M2SIMPY150S04_Q089,M2_SIMPY_PT127::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q090,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,090,23,58,0be73d4b98f8e52784486a80ac86be4335e53497249d7752402d3de88ca681ab,2c9513de175e5549df8d6d9044abdc816907694acdfee02d04635d1bd121eda8,닮은 두 평면도형의 넓이의 비,196cm²,area,M2_SIMPY_PT131,,M2_SIMPY_C044,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,60,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT131,variant,similarity_ratio_application_diagram,5,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT131__M2SIMPY150S04_Q090,M2_SIMPY_PT131::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q091,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,091,23,59,3c2a720c2cf75e472f4f1ee4296c5303ff2dac01304dfa7f34e2d6e4b32e97df,bad63a85f42466f2f5fd3e1e8f2dc27cbc17508b6f2633c2cc0ef722292ab37d,닮은 두 평면도형의 넓이의 비,9cm²,area,M2_SIMPY_PT131,,M2_SIMPY_C044,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,65,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT131,variant,similarity_ratio_application_diagram,6,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT131__M2SIMPY150S04_Q091,M2_SIMPY_PT131::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q092,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,092,24,59,4ac842731e87d3df1c21fd4b62fddb8bbf99ad23dcfd8cae7088a80facb7cdb9,e9559d634b88c99e301c6be2b75eb00da11a723fc475974e7006d71ed3a58100,닮은 두 평면도형의 넓이의 비의 활용,choice:3,single_choice,M2_SIMPY_PT133,,M2_SIMPY_C045,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,87,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT133,variant,similarity_ratio_application_diagram,3,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT133__M2SIMPY150S04_Q092,M2_SIMPY_PT133::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q093,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,093,24,59,148f59c6c0d048cef061bb76f38501360c461fae057ab14e461325328508e810,564b58aefd9c0196def801df3c9e4d5332081f248f0d11eab9d31aae540a5c70,닮은 두 평면도형의 넓이의 비의 활용,choice:2,single_choice,M2_SIMPY_PT135,,M2_SIMPY_C045,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,54,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT135,variant,similarity_ratio_application_diagram,4,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT135__M2SIMPY150S04_Q093,M2_SIMPY_PT135::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q094,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,094,24,59,e174ed22a0171dd40820daf6bf5565a93111cde4c4800d733cacd231127030cc,e02ab2b7a6fb3d0cac26a386f3997a09f0c140afdff96ab07b1917cd5a694094,닮은 두 입체도형의 겉넓이의 비의 활용,90cm,length,M2_SIMPY_PT140,,M2_SIMPY_C047,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,66,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT140,variant,solid_similarity_or_spatial_diagram,5,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT140__M2SIMPY150S04_Q094,M2_SIMPY_PT140::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q095,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,095,24,59,0997b9070aa3dd39102e88b8e768b00fa52cfe5626b414a70a50dacbb9408d3b,6ce46642558e94e7d845db8a9cfea59be299fa5eb8063803d94a5abaf28e2c34,닮은 두 입체도형의 겉넓이의 비의 활용,60cm,length,M2_SIMPY_PT140,,M2_SIMPY_C047,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,65,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT140,variant,solid_similarity_or_spatial_diagram,6,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT140__M2SIMPY150S04_Q095,M2_SIMPY_PT140::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q096,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,096,25,59,374af74c459caba73eb77c25f282e9e8603817ddd79c0ef965ea122cd5dd30b2,4b38332ca4ea5bda3a8fad261252456c7473699401c2b8d4fca15acf33bd0271,닮은 두 입체도형의 부피의 비,190cm³,volume,M2_SIMPY_PT143,,M2_SIMPY_C048,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,62,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT143,variant,solid_similarity_or_spatial_diagram,3,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT143__M2SIMPY150S04_Q096,M2_SIMPY_PT143::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q097,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,097,25,59,55d592d201d241c7b615f1baf92e68efc358c36fad164772e724f09fc73499d2,b67f7d366e034b6b05e0f5140c4a831c3efb991da5b6daa461e2421348a1691d,닮은 두 입체도형의 부피의 비,4cm³,volume,M2_SIMPY_PT144,,M2_SIMPY_C048,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,54,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT144,variant,solid_similarity_or_spatial_diagram,4,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT144__M2SIMPY150S04_Q097,M2_SIMPY_PT144::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q098,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,098,25,60,76977ce260ef62936ff66e1ce6607b2d8b8320a8b77614b13f4806ade1809220,ff02bf302aa8781dca422ebddc1cecf8683e8a9c9a7b3a4f1d36153ea427ffaa,닮은 두 입체도형의 부피의 비,12cm³,volume,M2_SIMPY_PT143,,M2_SIMPY_C048,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,61,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT143,variant,solid_similarity_or_spatial_diagram,5,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT143__M2SIMPY150S04_Q098,M2_SIMPY_PT143::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q099,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,099,25,60,a95ebea0b99e00fd0b494701c2a8090c7f9a4c4143bc89a63ebe10071c3dd12a,45a8753b2ba649bb93adccaa29167115f4937b79d7055fb541aaaf9d502cd136,닮은 두 입체도형의 부피의 비의 활용,125개,count,M2_SIMPY_PT146,,M2_SIMPY_C049,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,69,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT146,variant,solid_similarity_or_spatial_diagram,6,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT146__M2SIMPY150S04_Q099,M2_SIMPY_PT146::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q100,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,100,26,60,f7be781bebadd190b07f20f4065a6f384ef6cf0561867ab64822702d6007a20b,c67b9c4d84f3cf444778ec87e2737e3637489687ff73e4a9412b393d8bf2f820,닮은 두 입체도형의 부피의 비의 활용,168cm³,volume,M2_SIMPY_PT146,,M2_SIMPY_C049,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,61,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT146,variant,solid_similarity_or_spatial_diagram,3,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT146__M2SIMPY150S04_Q100,M2_SIMPY_PT146::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q101,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,101,26,60,ca5a126904bed9f37f015f95fb0f41c3033dcfde2011788cafdc5bc8506f1966,2852ab5e757d2852f235bae41712e6301b82c3a949dec48e7392e3f96b252851,닮음의 활용(1) 높이의 측정,24m,length,M2_SIMPY_PT149,,M2_SIMPY_C050,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,80,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT149,variant,similarity_ratio_application_diagram,4,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT149__M2SIMPY150S04_Q101,M2_SIMPY_PT149::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q102,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,102,26,60,eb2ef2cf8189d76782e78f1f68ddba80ed0d8e05b9e0c188eb26ef8ec90e46e4,6f5b4e47011168e76ac5e27c76b85a11e710b5429bf3e128ddabc9d9e0551ec7,닮음의 활용(1) 높이의 측정,choice:4,single_choice,M2_SIMPY_PT148,,M2_SIMPY_C050,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,77,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT148,variant,similarity_ratio_application_diagram,5,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT148__M2SIMPY150S04_Q102,M2_SIMPY_PT148::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q103,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,103,26,60,88e6f2329966b38d2c7ae0dbb2ad851d498527f5db5c1d351eef5434bb86454f,a9b7a1a53d769957d597887c9a2f4b66520eedea04efd300de819e08ef11e47f,닮음의 활용(2) 축도와 축척,24분,time,M2_SIMPY_PT149,,M2_SIMPY_C050,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,63,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT149,variant,similarity_ratio_application_diagram,6,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT149__M2SIMPY150S04_Q103,M2_SIMPY_PT149::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q104,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,104,27,60,0cff493010ec24d38c68617ea730b526098f1e2a32d52a2640baf9bd9d66e04c,5330bb1efddac7dadaea6b9d2d4d8af6e37029fcdd98c0e9b055cef77d6c2b5e,닮음의 활용(2) 축도와 축척,choice:3,single_choice,M2_SIMPY_PT148,,M2_SIMPY_C050,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,73,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT148,variant,similarity_ratio_application_diagram,3,"닮음비를 먼저 k로 두고 길이 k, 넓이·겉넓이 k², 부피 k³를 구분한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,similarity_ratio|area_ratio|surface_area_ratio|volume_ratio|scale,M2_SIMPY_PT148__M2SIMPY150S04_Q104,M2_SIMPY_PT148::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q105,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,105,27,60,47ca719cf5ffa242e604105d6114b3f45c38e692bf0f576f94a65cf9ebd5d09d,8d7da4fb382d081fe40b229e163953cc9a63c8befb50a6770f20ca3665c9109f,삼각형의 변의 길이 구하기(1),15,integer,M2_SIMPY_PT152,,M2_SIMPY_C051,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,68,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT152,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT152__M2SIMPY150S04_Q105,M2_SIMPY_PT152::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q106,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,106,27,60,4f41acd7ba8e3866aa23acd15aa5489f3c300376c8f05b8742196d26bc09e468,6c81292319da70a5e3cdb9d9d2462daf809b083cb6fc61adf0d971c8c05821e4,삼각형의 변의 길이 구하기(1),7cm,length,M2_SIMPY_PT152,,M2_SIMPY_C051,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,83,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT152,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT152__M2SIMPY150S04_Q106,M2_SIMPY_PT152::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q107,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,107,27,61,d82f75ab0afc024b6533753b623e2ae24263e532e4d8f45642773fbba3518151,4bfd2940061e8c3e169d35bc69f01803741a503c6e95cbe19cdaeddde017243d,삼각형의 변의 길이 구하기(2),choice:3,single_choice,M2_SIMPY_PT151,,M2_SIMPY_C051,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,90,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT151,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT151__M2SIMPY150S04_Q107,M2_SIMPY_PT151::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
